experiment,condition,checkpoint_mode,checkpoint,queries,valid_predicted_actions,action_l1,action_l1_first6,gripper_l1,pred_mean_step_delta_l2_first6,pred_q90_step_delta_l2_first6,pred_q99_step_delta_l2_first6,gt_mean_step_delta_l2_first6,pred_mean_boundary_jump_l2_first6,pred_q90_boundary_jump_l2_first6,pred_q99_boundary_jump_l2_first6,gt_mean_boundary_jump_l2_first6,pred_mean_action_norm_first6,gt_mean_action_norm_first6,l1_dx,l1_dy,l1_dz,l1_droll,l1_dpitch,l1_dyaw,l1_gripper
act_B,baseline,selected,/EXT_DISK/users/zengzixuan/calvin_runs/act_B/20260604_101320_act_B_full_gpu0/checkpoints/step_00010000,4,400,0.24884725298200336,0.15024639129638673,0.8404524230957031,0.020113188120174326,0.0415335688740015,0.08774256855249414,0.16582969438773815,0.1920276607076327,0.2792036235332489,0.310166722536087,0.09994082649548848,0.1904549022205174,0.44026108890771865,0.19449955224990845,0.13438062369823456,0.17655177414417267,0.1186191737651825,0.12203517556190491,0.15539208054542542,0.8404524326324463
