experiment,checkpoint_mode,metric,mean,q90,q99
act_B,selected,pred_step_delta_l2_first6,0.020113188120174326,0.0415335688740015,0.08774256855249414
act_B,selected,pred_boundary_jump_l2_first6,0.1920276607076327,0.2792036235332489,0.310166722536087
act_B,selected,gt_boundary_jump_l2_first6,0.09994082649548848,0.1648034617304802,0.1876714514195919
