experiment,phase,best_val_step,best_val_action_l1,best_step_checkpoint_exists,previous_checkpoint_step,previous_checkpoint_val_action_l1,previous_checkpoint,next_checkpoint_step,next_checkpoint_val_action_l1,next_checkpoint,selected_available_checkpoint_step,selected_available_checkpoint_val_action_l1,selected_available_checkpoint,selection_rule
act_ABC_aug,task2,25000,0.5559360273182392,False,20000,0.5614613154903054,/EXT_DISK/users/zengzixuan/calvin_runs/act_ABC_aug/20260605_073244_act_ABC_aug_full_gpu3/checkpoints/step_00020000,30000,0.558814010117203,/EXT_DISK/users/zengzixuan/calvin_runs/act_ABC_aug/20260605_073244_act_ABC_aug_full_gpu3/checkpoints/step_00030000,30000,0.558814010117203,/EXT_DISK/users/zengzixuan/calvin_runs/act_ABC_aug/20260605_073244_act_ABC_aug_full_gpu3/checkpoints/step_00030000,"if best step has no checkpoint, compare neighboring saved checkpoints and select lower validation Action L1"
