step,step_s_raw,step_s_trailing_mean
1000,0.8604621840640903,0.5900995352074969
2000,1.0359589690342546,0.7276759259076789
3000,1.0910999129991978,0.847475643578684
4000,0.5992848849855363,0.8317432601228356
5000,37.489108027890325,0.8833780554793775
6000,1.1305178741458803,0.8422213229329791
7000,0.9197668940760195,0.8522023508490529
8000,1.0830774309579283,0.8319029060010799
9000,0.9007441848516464,0.8330623665906023
10000,41.38238048693165,0.8658433392706792
11000,0.9753993900958449,0.8219651871477254
12000,0.5958032358903438,0.829835684003774
13000,0.6269776220433414,0.8538856419697404
14000,1.043951511150226,0.8274271214052569
15000,40.75849297596142,0.8769001063343603
16000,1.2209860570728779,0.8223537848396226
17000,0.9059357289224863,0.8405362529237754
18000,0.6106337381061167,0.8294749230067245
19000,0.9555535221006721,0.8195012252202724
20000,39.06387738510966,0.8673491223675664
21000,0.986628932878375,0.8391933036916889
22000,0.7302555700298399,0.8379571339727845
23000,1.1008876820560545,0.8358078687922098
24000,0.9182922418694943,0.83364189564134
25000,40.249519302975386,0.8743073821116705
26000,1.0699981939978898,0.8351859856990632
27000,0.6689445439260453,0.8346979891192168
28000,0.981410478008911,0.8446659106297885
29000,0.5976487519219518,0.8327983861835674
30000,39.57111680996604,0.8652930966541171
31000,0.904132247902453,0.8468092477873433
32000,0.9470626770053059,0.8374225922534242
33000,0.8591587790288031,0.8416400420230348
34000,1.1160671929828823,0.8336770051177591
35000,38.70034618698992,0.8897814322358463
36000,0.6934750149957836,0.8278527190296445
37000,1.1161547838710248,0.8523702447172254
38000,0.9612520160153508,0.8435079592629335
39000,0.6246429968159646,0.8220719625861383
40000,39.837467302102596,0.878548661279492
41000,0.6528842181432992,0.8425963644415606
42000,0.9267525710165501,0.8483800146218855
43000,0.1985452037770301,0.8339658961920068
44000,1.1170246950350702,0.8362681564437225
45000,38.82361958199181,0.8766802588980644
46000,0.8268145811744034,0.848295885756379
47000,1.0375634378287941,0.8444524915507063
48000,0.12072620401158929,0.7026297413548455
49000,0.8284279170911759,0.5684634987080935
50000,32.86691291606985,0.6157821373052429
51000,0.8083424849901348,0.5924996221952606
52000,0.21730003296397626,0.5592888852092437
53000,0.5075639057904482,0.57577906701155
54000,1.0666166220325977,0.5822249527750537
55000,33.453047106042504,0.6233522892473266
56000,0.5104896551929414,0.5810542168000248
57000,0.6220624491106719,0.5871771152778529
58000,0.2126704310066998,0.5807532114773057
59000,0.7325269519351423,0.5916292359931394
60000,32.55144566297531,0.614559223499149
61000,0.6727423979900777,0.5711394321136176
62000,0.6027292411308736,0.5758279037652537
63000,0.8743354061152786,0.5904932845407166
64000,0.3161981620360166,0.572987532414496
65000,34.68989145499654,0.6725350174806081
66000,0.7468386208638549,0.6706479311042931
67000,0.25744002615101635,0.6691030869835523
68000,0.9345774189569056,0.6794626272367313
69000,0.8841574969701469,0.6601085623428226
70000,35.831406818004325,0.699765694443835
71000,0.8445094691123813,0.6550273929515388
72000,0.15968841104768217,0.6452395692206919
73000,0.20689206011593342,0.6548658034133259
74000,0.5571494910400361,0.6585049891253002
75000,35.03585093910806,0.6996589191134553
76000,0.8608961859717965,0.6591611521320884
77000,1.1593589731492102,0.6773620603713207
78000,0.67567606898956,0.6653375863970723
79000,0.5766000540461391,0.4795819133182522
80000,30.27303823409602,0.48596320453565567
81000,0.7052696261089295,0.45207829637499525
82000,0.8343362968880683,0.4562000579107553
83000,0.5074461759068072,0.4550035384893417
84000,0.8283244709018618,0.45641944007272833
85000,25.26709295110777,0.4768420503712259
86000,0.48469804716296494,0.44425792855373586
87000,0.4243882680311799,0.4412653423422016
88000,0.2657243381254375,0.449031996116275
89000,0.8483568129595369,0.46965264150616715
90000,17.667681503109634,0.3100870152511634
91000,0.11084938910789788,0.2829309292535763
92000,0.12475710199214518,0.2708920032556634
93000,0.11717963102273643,0.26890280939475636
94000,0.10919907200150192,0.2635612179033924
95000,17.43019504309632,0.2755152691951953
96000,0.11385603388771415,0.26998242336395195
97000,0.10886131203733385,0.2692001814278774
98000,0.11829151096753776,0.30666877773986195
99000,0.10658931895159185,0.30753626250685195
100000,18.715045118005946,0.29507929251366294
