experiment,phase,best_val_step,best_val_action_l1,best_step_checkpoint_exists,previous_checkpoint_step,previous_checkpoint_val_action_l1,previous_checkpoint,next_checkpoint_step,next_checkpoint_val_action_l1,next_checkpoint,selected_available_checkpoint_step,selected_available_checkpoint_val_action_l1,selected_available_checkpoint,selection_rule
act_ABC_size_matched_aug,task2,15000,0.5668818224221468,False,10000,0.571392897516489,/EXT_DISK/users/zengzixuan/calvin_runs/act_ABC_size_matched_aug/20260605_073744_act_ABC_size_matched_aug_full_gpu4/checkpoints/step_00010000,20000,0.5747293080203235,/EXT_DISK/users/zengzixuan/calvin_runs/act_ABC_size_matched_aug/20260605_073744_act_ABC_size_matched_aug_full_gpu4/checkpoints/step_00020000,10000,0.571392897516489,/EXT_DISK/users/zengzixuan/calvin_runs/act_ABC_size_matched_aug/20260605_073744_act_ABC_size_matched_aug_full_gpu4/checkpoints/step_00010000,"if best step has no checkpoint, compare neighboring saved checkpoints and select lower validation Action L1"
