step,step_s_raw,step_s_trailing_mean
1000,1.112059002975002,0.9157143149445764
2000,0.9303006299305707,0.8538464112032671
3000,1.1154149889480323,0.8380184000213631
4000,0.5023119070101529,0.8452049602670595
5000,41.02907997905277,0.8741928545085248
6000,0.5980709630530328,0.8381725292366464
7000,0.9131196029484272,0.83393860619911
8000,0.9895907309837639,0.8235994451348669
9000,0.9771824299823493,0.8236358466076199
10000,39.36902803205885,0.8617296921568923
11000,0.5175720490515232,0.8355940155296121
12000,0.12137213395908475,0.8519678901555017
13000,0.771708298008889,0.8360201692092233
14000,0.38831408391706645,0.8396311094113625
15000,41.024373442167416,0.8481712377604563
16000,1.0208603839855641,0.8564742637241725
17000,0.464195994194597,0.8525911323539913
18000,1.0106704691424966,0.8405190261141398
19000,0.9913643999025226,0.8380406047969591
20000,39.86913038091734,0.8729326478007715
21000,0.8391240409109741,0.8518433335055597
22000,0.9574513458646834,0.8441417186867911
23000,1.08233927981928,0.8286153067816049
24000,1.0110714179463685,0.8391807933875826
25000,41.03354204306379,0.8789650943849702
26000,0.9529486270621419,0.8478873630897142
27000,0.630325100151822,0.848663541539805
28000,0.5440729400143027,0.8462256397006568
29000,0.5620834911242127,0.8391499987924471
30000,38.62197970901616,0.8821965209494811
31000,0.19927120301872492,0.8358275714251213
32000,0.9916062999982387,0.8394713592093903
33000,0.9397866940125823,0.8368615550524555
34000,0.8852828221861273,0.8467251405711286
35000,39.744176648091525,0.867761793411104
36000,0.1264315650332719,0.8513116994744633
37000,0.9264533459208906,0.8373029477733653
38000,1.170918890973553,0.8416041729631834
39000,0.8315991361159831,0.8351794916053769
40000,39.73121393797919,0.8831078904245514
41000,0.6178949191235006,0.8519171775537543
42000,0.9277694788761437,0.8602623647132422
43000,0.8990378880407661,0.8386937296539545
44000,0.5923847651574761,0.8345547800771892
45000,39.445799136999995,0.8768451857673936
46000,0.822805036092177,0.8535018592893612
47000,0.545968874823302,0.6861165234656074
48000,1.0007627860177308,0.585096910180524
49000,0.7970084419939667,0.5807011068584398
50000,32.566422605887055,0.6331145887258463
51000,0.587700178148225,0.5757474158983678
52000,0.966174071887508,0.5942964388038963
53000,0.8046013480052352,0.5822676126346923
54000,0.13636475708335638,0.5962220409235451
55000,33.06153340218589,0.6218517006372567
56000,0.5952145599294454,0.5991682805325836
57000,0.4962319938931614,0.5950238186754286
58000,0.9490057518705726,0.58497949526296
59000,0.642516687978059,0.5561440715882927
60000,33.231113833840936,0.6228225169130601
61000,0.43533806898631155,0.5779567357504275
62000,0.5357991731725633,0.5934945672701578
63000,0.879104295047,0.5715930078695528
64000,0.5703597711399198,0.6571507171422709
65000,35.091857387917116,0.7011639736327343
66000,0.37776893517002463,0.6924556595939212
67000,0.5350444361101836,0.6821569753310177
68000,0.751002772944048,0.6579691193383187
69000,0.11717368895187974,0.65496928481129
70000,35.77141297701746,0.6897893361111638
71000,1.0451359229627997,0.6611022567101754
72000,0.8392834891565144,0.6622298669705633
73000,0.19253373006358743,0.6600840975842439
74000,0.4679498178884387,0.6634545801016503
75000,34.93605640903115,0.716123700218508
76000,0.5632483419030905,0.6761691420951392
77000,0.6378062979783863,0.6280760442698374
78000,0.3027260168455541,0.46107797091430985
79000,0.15367242693901062,0.46061114856088536
80000,27.333469724981114,0.48780048941425047
81000,0.42751151393167675,0.46606763470103035
82000,0.5080258541274816,0.45130094099231066
83000,0.22334056487306952,0.45178599817841314
84000,0.5397376010660082,0.4579461418108549
85000,29.103985235793516,0.48085296449414455
86000,0.10925738397054374,0.45663363933633083
87000,0.4763549598865211,0.4622527174928691
88000,0.7231018331367522,0.41091501075727865
89000,0.676649855915457,0.27968357170862146
90000,17.846411037957296,0.2988708630185574
91000,0.7581548048183322,0.2781823783409782
92000,0.11357943108305335,0.28971423640707505
93000,0.12486529303714633,0.3214501266363077
94000,0.14602367696352303,0.3185726890142541
95000,17.505345941055566,0.33695271026249973
96000,0.11433454393409193,0.3101670595074538
97000,0.1312899391632527,0.3100947727430612
98000,0.536435971967876,0.2598389818803407
99000,0.4917591658886522,0.22710311919171364
100000,15.741010969970375,0.24315179403405637
