action_dim,action_name,mean_abs_delta,std_abs_delta,q50_abs_delta,q90_abs_delta,q99_abs_delta
0,dx,0.04272507160713791,0.04841684540931884,0.026777740567922592,0.10181018710136416,0.22388719081878664
1,dy,0.037233372109950064,0.04124877095597433,0.024017497897148132,0.08783150911331176,0.1853308510780336
2,dz,0.044894277483146026,0.04593042644876544,0.031914666295051575,0.09984728693962097,0.2087870919704441
3,droll,0.08106504769615253,0.09150808265223041,0.05330231040716171,0.18355729505419735,0.43983623012900364
4,dpitch,0.06014800700597112,0.0611630941625595,0.042633336037397385,0.1331439882516861,0.28715752720832827
5,dyaw,0.06523572356845349,0.06736325181079449,0.04573488235473633,0.1466462403535843,0.31604029655456556
6,gripper,0.049763754813180405,0.3115302205778027,0.0,0.0,2.0
-1,l2_first6,0.17126245227390274,0.11466981180733361,0.14439480990744727,0.30677016977128363,0.5816896373636462
