experiment,train_visual_env,action_l1_D,first6_l1_D,gripper_l1_D,mean_rgb_l2_to_D,mean_brightness_abs_to_D,mean_contrast_abs_to_D,pred_step_delta_l2,gt_step_delta_l2,smoothness_ratio_pred_over_gt,oversmoothing_gap_gt_minus_pred,pred_boundary_jump_l2,gt_boundary_jump_l2,boundary_amplification_pred_over_gt,chunk_horizon_l1_first10,chunk_horizon_l1_last10,chunk_horizon_degradation_last10_minus_first10
act_B,B,0.23459682943889903,0.15421796339259153,0.7168700337296809,0.29479173400365527,0.15311208367347717,0.026490263640880585,0.016225610172038617,0.17382230294787976,0.09334596249656082,0.15759669277584115,0.19930537938357423,0.17130813984187201,1.1634320445458424,0.1768388535106374,0.26221493955565844,0.08537608604502103
act_B_aug,B,0.23432651768165424,0.15466845522155903,0.712274865937896,0.29479173400365527,0.15311208367347717,0.026490263640880585,0.016390255692487594,0.17382230294787976,0.09429316845147413,0.15743204725539217,0.2050062281264727,0.17130813984187201,1.1967103741579712,0.1780549967961927,0.26144511221874095,0.08339011542254826
act_ABC,ABC,0.21541920742394097,0.1484862063283601,0.6170172195448439,0.03525672528554582,0.01033957302570343,0.008752418061097458,0.02122468718190307,0.17382230294787976,0.12210566090743401,0.1525976157659767,0.31261863976371157,0.17130813984187201,1.8248907498048712,0.1449192330000862,0.2597965892751207,0.11487735627503454
act_ABC_size_matched,ABC,0.22165160101168896,0.15033906113508866,0.6495268501333669,0.03525672528554582,0.01033957302570343,0.008752418061097458,0.02105282517523766,0.17382230294787976,0.1211169384952304,0.1527694777726421,0.2287834192974837,0.17130813984187201,1.335508163877472,0.15452543332451776,0.26175987030330455,0.10723443697878679
act_ABC_aug,ABC,0.21344561139557597,0.14792256977668683,0.606583860492531,0.03525672528554582,0.01033957302570343,0.008752418061097458,0.02145259496416942,0.17382230294787976,0.12341681476054275,0.15236970798371033,0.3251639152082918,0.17130813984187201,1.8981229701544722,0.1440261259314514,0.2573088936960166,0.11328276776456522
act_ABC_size_matched_aug,ABC,0.2208773709783468,0.1498006314335582,0.647337811328977,0.03525672528554582,0.01033957302570343,0.008752418061097458,0.020351677008506902,0.17382230294787976,0.1170832319176516,0.15347062593937286,0.24123885625020405,0.17130813984187201,1.4082159579391988,0.15328546282985517,0.26135436204763557,0.1080688992177804
