experiment,condition,checkpoint_mode,checkpoint,queries,valid_predicted_actions,action_l1,action_l1_first6,gripper_l1,pred_mean_step_delta_l2_first6,pred_q90_step_delta_l2_first6,pred_q99_step_delta_l2_first6,gt_mean_step_delta_l2_first6,pred_mean_boundary_jump_l2_first6,pred_q90_boundary_jump_l2_first6,pred_q99_boundary_jump_l2_first6,gt_mean_boundary_jump_l2_first6,pred_mean_action_norm_first6,gt_mean_action_norm_first6,l1_dx,l1_dy,l1_dz,l1_droll,l1_dpitch,l1_dyaw,l1_gripper
act_B,baseline,selected,/EXT_DISK/users/zengzixuan/calvin_runs/act_B/20260604_101320_act_B_full_gpu0/checkpoints/step_00010000,992,99022,0.23459682943889903,0.15421796339259153,0.7168700337296809,0.016225610172038617,0.033073343336582205,0.07643403977155688,0.17382230294787976,0.19930537938357423,0.32088571786880493,0.48251552879810333,0.17130813984187201,0.14392031881420192,0.4989047508617521,0.1966353803873062,0.15534783899784088,0.16092708706855774,0.11364014446735382,0.12877658009529114,0.16998076438903809,0.7168699502944946
act_B_aug,augmentation,selected,/EXT_DISK/users/zengzixuan/calvin_runs/act_B_aug/20260605_063735_act_B_aug_full_gpu0/checkpoints/step_00010000,992,99022,0.23432651768165424,0.15466845522155903,0.712274865937896,0.016390255692487594,0.03357596658170226,0.07794890731573126,0.17382230294787976,0.2050062281264727,0.35288161039352417,0.4925046652555471,0.17130813984187201,0.14934722598525035,0.4989047508617521,0.19714702665805817,0.15608885884284973,0.16131924092769623,0.11389228701591492,0.129128560423851,0.17043475806713104,0.7122748494148254
act_ABC,full_abc,selected,/EXT_DISK/users/zengzixuan/calvin_runs/act_ABC/20260605_072243_act_ABC_full_gpu1/checkpoints/step_00030000,992,99022,0.21541920742394097,0.1484862063283601,0.6170172195448439,0.02122468718190307,0.04621988385915759,0.11022158361971389,0.17382230294787976,0.31261863976371157,0.5562066435813904,0.9127005755901338,0.17130813984187201,0.1938157937612912,0.4989047508617521,0.18666964769363403,0.14931032061576843,0.1532304435968399,0.11236920207738876,0.12472677230834961,0.1646108329296112,0.6170172095298767
act_ABC_size_matched,size_matched,selected,/EXT_DISK/users/zengzixuan/calvin_runs/act_ABC_size_matched/20260605_072743_act_ABC_size_matched_full_gpu2/checkpoints/step_00010000,992,99022,0.22165160101168896,0.15033906113508866,0.6495268501333669,0.02105282517523766,0.04409817270934583,0.10474375471472744,0.17382230294787976,0.2287834192974837,0.39262261986732483,0.7185417592525483,0.17130813984187201,0.1825011338976884,0.4989047508617521,0.18862852454185486,0.15110643208026886,0.1564788818359375,0.1126619428396225,0.12565340101718903,0.1675051748752594,0.649526834487915
act_ABC_aug,full_abc_aug,selected,/EXT_DISK/users/zengzixuan/calvin_runs/act_ABC_aug/20260605_073244_act_ABC_aug_full_gpu3/checkpoints/step_00030000,992,99022,0.21344561139557597,0.14792256977668683,0.606583860492531,0.02145259496416942,0.046488127112388616,0.11048653841018687,0.17382230294787976,0.3251639152082918,0.5894147753715515,0.8837326347827917,0.17130813984187201,0.2006917340059959,0.4989047508617521,0.18554668128490448,0.14814145863056183,0.1524941623210907,0.11222465336322784,0.12457437068223953,0.16455408930778503,0.6065838932991028
act_ABC_size_matched_aug,size_matched_aug,selected,/EXT_DISK/users/zengzixuan/calvin_runs/act_ABC_size_matched_aug/20260605_073744_act_ABC_size_matched_aug_full_gpu4/checkpoints/step_00010000,992,99022,0.2208773709783468,0.1498006314335582,0.647337811328977,0.020351677008506902,0.04244214333593846,0.09604685045778778,0.17382230294787976,0.24123885625020405,0.41449710726737976,0.6722370684146882,0.17130813984187201,0.17604138566552682,0.4989047508617521,0.18740779161453247,0.14993518590927124,0.15619640052318573,0.11260220408439636,0.12558946013450623,0.16707275807857513,0.647337794303894
