environment,episode_index,chunk_index,chunk_size,chunk_length,mean_within_chunk_delta_l2_first6,first_last_delta_l2_first6,boundary_jump_l2_first6
B,1,43,100,100,0.15734347965301415,0.5952028842420454,0.09784339270432922
B,1,44,100,100,0.17915740081168569,0.30452878780581744,0.07442640807525269
B,1,45,100,100,0.190811413109617,0.43252036700958296,0.17811858875472777
B,1,46,100,100,0.1316555035240271,0.6758698629902509,0.04511959781711928
B,1,47,100,100,0.12560519916898655,0.7752762277236227,0.16707297710351268
B,1,48,100,100,0.1930806678584125,0.3125749553676329,0.04070185765012156
B,1,49,100,100,0.166331173581716,0.41242179417240493,0.06572817789364516
B,1,50,100,100,0.21054845876766137,0.9919255834089051,0.06129491636919799
B,1,51,100,100,0.1595863376473452,1.3449901206337118,0.2243260575991431
B,1,52,100,100,0.1506822020372781,0.41927405102013515,0.16406020332695942
B,1,53,100,100,0.13157849136170793,0.3692747130266914,0.07202013652668363
B,1,54,100,100,0.15278145808999338,0.6563494227583104,0.13629689961674274
B,1,55,100,100,0.10661120879666917,0.7340586802788008,0.22947016642053977
B,1,56,100,100,0.18604199774517494,0.35768001856182313,0.0932820521430963
B,1,57,100,100,0.14509233630980123,0.14407282536087038,0.06886989591750697
B,1,58,100,100,0.15611134206746904,0.7887654961140197,0.02002885003416857
B,1,59,100,100,0.15879587296640976,0.5157560301288365,0.18924806215460838
B,1,60,100,100,0.12363303661466477,1.006427923408734,0.11897124378970735
B,1,61,100,100,0.1800298494989316,0.8129415852965495,0.17574535602803582
B,1,62,100,100,0.19549631177665452,0.26011591938236156,0.3121866998434866
B,1,63,100,100,0.19973169718483444,0.724246151586809,0.13392320514868095
B,1,64,100,100,0.12906485249179875,0.7620184671551099,0.6901157343570667
B,1,65,100,100,0.176127310957645,0.3526722968394894,0.13362658240326727
B,1,66,100,100,0.13642631933713475,0.7913715779136062,0.056912255731419406
B,1,67,100,100,0.157902846612426,0.5200740423021474,0.13676559096657673
B,1,68,100,100,0.12956121479169516,0.8694696505118743,0.09554432122622832
B,1,69,100,100,0.11773159061800653,0.6372965431659711,0.12180810304453747
B,1,70,100,100,0.14649047408007076,0.4456301440086262,0.14343134674629995
B,1,71,100,100,0.15848127336755788,0.26415920953885724,0.17981681329065988
B,1,72,100,100,0.152242510556798,0.31135726188563567,0.05466969214145866
B,1,73,100,100,0.10891346328841499,0.9999981122127828,0.10454978218933768
B,1,74,100,100,0.14805449098365595,1.135579012174772,0.17260476804793146
B,1,75,100,100,0.14987453566738237,0.72799049904772,0.1972984480820764
B,1,76,100,100,0.15357016718300212,0.8132845226685038,0.4801769094049172
B,1,77,100,100,0.1801667682199673,0.4983064717852322,0.27817711143027724
B,1,78,100,100,0.14983567836207495,0.5468633514793265,0.25833843367622256
B,1,79,100,25,0.3701293748940422,0.49803021683191684,0.08650114854715112
B,2,80,100,100,0.1736675440757208,0.8891337881061008,nan
B,2,81,100,100,0.16877280050852006,0.9687992015732101,0.14715814945939454
B,2,82,100,100,0.18643788214033322,1.1424520202028063,0.34526773202686667
B,2,83,100,100,0.17118365888312506,0.5693038763020091,0.14158676691042754
B,2,84,100,100,0.1650341971417849,0.40156504583898234,0.1692898401609895
B,2,85,100,100,0.14194660793336156,0.355022950710281,0.08595031680657421
B,2,86,100,100,0.19734762987619633,0.2631288049008186,0.19905470135760575
B,2,87,100,100,0.12089329286111525,0.19922032925056488,0.11383698987035527
B,2,88,100,100,0.1573423716922234,0.28289832753227884,0.03287437255163124
B,2,89,100,100,0.11108850254693492,0.42678542637735056,0.09392064556617256
B,2,90,100,100,0.1318418517130036,0.10118110292067363,0.08374963348635461
B,2,91,100,100,0.12539786362014213,0.9390188728056169,0.09549781536663701
B,2,92,100,100,0.20079786373338235,0.6508627466065785,0.3099543473358009
B,2,93,100,100,0.1542664959748164,0.7196660423830172,0.09103373536870231
B,2,94,100,100,0.18010455216583382,0.5651078487305067,0.10079942502259487
B,2,95,100,100,0.1476160381381268,0.2511398415624338,0.21007102756616897
B,2,96,100,100,0.13450389541162674,0.5282410308104954,0.11773117370135763
B,2,97,100,100,0.13397521773473106,0.45513931823117454,0.1373420240780591
B,2,98,100,78,0.2149390144160834,0.320771587555819,0.19266619116280362
B,3,99,100,100,0.12545449028235559,0.22060666859085604,nan
B,3,100,100,100,0.1480028688642384,0.22885193451115227,0.06259955522606396
B,3,101,100,100,0.1333823978185386,0.6364595459422429,0.16050499674267565
B,3,102,100,100,0.16452223692442614,0.42641859022838874,0.111970707847088
B,3,103,100,100,0.16008121210634416,0.3895449852155857,0.09254127237649414
B,3,104,100,100,0.14695177016189914,0.24012956677244704,0.08752171216158726
B,3,105,100,100,0.15944909682217934,0.7095542121558303,0.07551188764839097
B,3,106,100,100,0.14830244906110931,1.0264989489256944,0.18797592620054138
B,3,107,100,100,0.1492615588049231,0.3534627303861561,0.12125795919140223
B,3,108,100,100,0.146683257964352,0.885792086411884,0.241330334045456
B,3,109,100,100,0.14075031632476323,1.1081956285202448,0.12512336320877257
B,3,110,100,100,0.17283119438570202,1.5691717942176149,0.1957194314889384
B,3,111,100,100,0.1395148962893096,0.735598117310072,0.22401909340680046
B,3,112,100,100,0.12640401191018671,1.256021571770356,0.08906455626253422
B,3,113,100,100,0.22391825938346566,0.3986229432572822,0.5194227636797172
B,3,114,100,100,0.21676263921346567,0.8307942865624551,0.4979967434541823
B,3,115,100,100,0.13324204076833412,0.600002274478489,0.15247199744504045
B,3,116,100,100,0.11277136305535587,1.0548140568887119,0.1817610505788016
B,3,117,100,100,0.1659279547737568,0.7023524149402749,0.20075641991510307
B,3,118,100,100,0.14422870772918467,0.3139377022245655,0.3025256814936827
B,3,119,100,100,0.1291727001275238,0.292715891954324,0.17415958936393217
B,3,120,100,100,0.15340523699636185,0.3150964513896521,0.24337891681416798
B,3,121,100,100,0.18593939232870432,1.1590025501698225,0.36922059359801435
B,3,122,100,100,0.15775184535613093,1.6087393201470985,0.49731272301446106
B,3,123,100,100,0.13664388512718179,0.6525490861149645,0.22334957489903073
B,3,124,100,100,0.21251911860374337,1.0334300616340537,0.3248371473042072
B,3,125,100,100,0.12803922537942755,0.6652927925374625,0.11080156327439537
B,3,126,100,100,0.12570379765908235,0.4694439065161217,0.0707558874702239
B,3,127,100,100,0.14583448090876103,0.5736889655355039,0.1571441502454471
B,3,128,100,100,0.13656740450789226,0.4620299457920438,0.0853434823207206
B,3,129,100,100,0.13391431046744465,1.0216545712493061,0.09911917635882729
B,3,130,100,100,0.15872758086022581,0.6051481180719864,0.18918361597441652
B,3,131,100,100,0.15651593537475317,1.1873345101556314,0.04207208614997332
B,3,132,100,100,0.14878299350335125,1.2254743641995443,0.19915836254060817
B,3,133,100,100,0.13734768039542208,0.5921634230371586,0.29838201333748143
B,3,134,100,100,0.14855381320635372,0.622588303853907,0.3173896538463436
B,3,135,100,100,0.13214644779150828,0.35628754165103294,0.05674938759490179
B,3,136,100,100,0.11859311444043692,0.4327416491636845,0.11301050219673608
B,3,137,100,100,0.11937361957533486,0.7085032491200426,0.0962577884851257
B,3,138,100,100,0.13029916743071732,0.5121203827151679,0.22999948921485228
B,3,139,100,100,0.14399036852184866,0.3011085023711825,0.045924784422970634
B,3,140,100,100,0.11652211823202877,0.24147403618485977,0.050833962256548966
B,3,141,100,100,0.13260715783263174,0.32493576196473234,0.05209118577566481
B,3,142,100,100,0.15110955128433218,0.3671382705637031,0.18402480888918432
B,3,143,100,100,0.11805450421842295,0.4839126867450118,0.20419918014932875
B,3,144,100,100,0.0916276842491428,0.34620372201831245,0.15049840815097695
B,3,145,100,100,0.1786952548096005,0.5026526640523348,0.12858805693255856
B,3,146,100,100,0.10888937985698124,0.47621182653330574,0.20470875654253853
B,3,147,100,100,0.08277442525466391,0.4030598970075651,0.11868440337674607
B,3,148,100,100,0.14566558753607461,0.5523434957619912,0.062296777439200327
B,3,149,100,100,0.1775180473401883,0.2980763164359574,0.1988162162447472
B,3,150,100,100,0.14122172532350383,0.503260892408158,0.21468278446902422
B,3,151,100,100,0.1567636320118009,0.49964025322673694,0.029699394784016668
B,3,152,100,100,0.13207843096317579,0.5703686838886761,0.07206175249220982
B,3,153,100,100,0.12986340318125794,0.5754493033384114,0.0933453070313909
B,3,154,100,100,0.13570054420507807,0.6372665079062464,0.17957605472487198
B,3,155,100,100,0.14647152933608237,0.3246310188129869,0.2988224836302672
B,3,156,100,100,0.16897603186492044,0.6740373085259191,0.17586160225085087
B,3,157,100,100,0.10322179161624451,0.5871903845908985,0.1014360218850201
B,3,158,100,100,0.12495492518721436,0.48936980415568015,0.10459418856290766
B,3,159,100,100,0.17249792851550452,0.5361181973862931,0.14554214945687605
B,3,160,100,100,0.13737346001751283,0.7079925212340243,0.2756469221596178
B,3,161,100,100,0.15643204646543507,0.5990677021590421,0.1368144037377856
B,3,162,100,100,0.12588836677215745,0.6049431056385395,0.04038301124781365
B,3,163,100,100,0.16223321531826487,0.5422810665277709,0.1596611002826321
B,3,164,100,100,0.15635854585566403,0.3959775980685173,0.13576223955592467
B,3,165,100,100,0.1369974184692641,0.6480069318838174,0.10525427131384833
B,3,166,100,100,0.14405993711006154,0.7548773679058125,0.13536802261963132
B,3,167,100,100,0.12575278633129786,0.4467433413359549,0.1318411591202526
B,3,168,100,100,0.23136129019408497,0.24486420671230286,0.10829072646208086
B,3,169,100,100,0.1382331718647224,0.5026700346571409,0.11724912196075266
B,3,170,100,100,0.14259827052252708,0.9614426187155483,0.11823377923455795
B,3,171,100,100,0.10582846301135237,0.6410041162236743,0.1216090255376267
B,3,172,100,100,0.12110827861315589,0.5076637731377445,0.13518607245300152
B,3,173,100,100,0.13390111519078532,0.7053780893636358,0.11183386154787543
B,3,174,100,100,0.1259395793636133,0.41634366297542674,0.05643585876431158
B,3,175,100,100,0.21643451888608553,0.2967246211491346,0.28582986017168477
B,3,176,100,100,0.1580171324458813,1.0129817545878246,0.21640160368408395
B,3,177,100,100,0.17111095177921365,1.0690896673210053,0.2679237442219577
B,3,178,100,100,0.14168397357826762,0.6216328187395511,0.1833461344329219
B,3,179,100,100,0.14323891260031815,0.32435775313383447,0.08548316575328846
B,3,180,100,100,0.1538426772507844,0.3554891210597773,0.21507797765312406
B,3,181,100,100,0.13159795816331693,0.5467531199027685,0.06494749743141921
B,3,182,100,100,0.14070262967671865,0.6696190367754343,0.13046483309189458
B,3,183,100,100,0.13524220681321716,0.6224143869019253,0.29451787947799934
B,3,184,100,100,0.14525632217959386,0.2443123673709273,0.07655692495157235
B,3,185,100,100,0.18135038155465302,0.4847578445327043,0.028111536200756605
B,3,186,100,100,0.14245958868317132,1.022888249604097,0.14463714381798612
B,3,187,100,100,0.19620396597916478,1.0848972560015193,0.051485150091597515
B,3,188,100,100,0.13527242178970705,0.907193317823478,0.19696879914841783
B,3,189,100,100,0.1768850563393341,0.6798070596057854,0.1998543586130846
B,3,190,100,100,0.1409523721082765,0.7158588262264836,0.25066236567196165
B,3,191,100,100,0.1717858932514852,0.5756017344851483,0.3528811967264516
B,3,192,100,100,0.17360016106646942,1.0739433565887788,0.18266769936096666
B,3,193,100,100,0.16281926520153062,0.8454281808122351,0.23271115254773098
B,3,194,100,100,0.11791062333046279,0.26864716589024956,0.18403729039917038
B,3,195,100,100,0.14449406914844673,0.8535515348057839,0.07914810639681324
B,3,196,100,100,0.12528053991153246,0.8982908986048224,0.27412517834004896
B,3,197,100,100,0.11000096012382014,0.6074562817745716,0.12273466349859732
B,3,198,100,100,0.12344849991715152,0.4802847530056766,0.12125981148830295
B,3,199,100,100,0.17571435042052447,0.9226702685465996,0.07603934261611958
B,3,200,100,100,0.17070277935195838,1.4349846400951458,0.19887649487601716
B,3,201,100,80,0.1836591844615295,1.054834198943798,0.12503324069369237
B,4,202,100,100,0.13790205954254953,0.42008480752224114,nan
B,4,203,100,100,0.12990272405257824,0.790343014712485,0.16322765791395233
B,4,204,100,100,0.17496467833447654,0.851702840085179,0.22474002642974847
B,4,205,100,100,0.1401472961989845,0.40893194832621604,0.17086265212893567
B,4,206,100,100,0.21814441732455706,0.6812504239464251,0.27590405395389594
B,4,207,100,100,0.13053653567312448,0.5015150191796928,0.10276455466306157
B,4,208,100,100,0.23462118901301687,0.8382819422332367,0.34454319464101035
B,4,209,100,100,0.20884977846611347,1.2737130750852144,0.26699622135397305
B,4,210,100,100,0.14146541129224655,0.6427193471828503,0.33872549911401545
B,4,211,100,100,0.1456313271870286,0.6366874635040638,0.2461434923272191
B,4,212,100,100,0.1647748779887653,0.4136907726979942,0.2480184315855702
B,4,213,100,100,0.1364313628716721,0.3905077849868493,0.0845139268338052
B,4,214,100,100,0.15732199608188327,0.3541462789158502,0.11740016701803654
B,4,215,100,100,0.1698966618247953,0.11165864679254475,0.10358130329051536
B,4,216,100,100,0.17351602924566376,0.2236211752764083,0.06240810565771925
B,4,217,100,100,0.22073036769985216,0.3610924222380373,0.1427023776397715
B,4,218,100,93,0.23092980807474942,0.3006708320160966,0.13080699821034614
B,5,219,100,100,0.12295346903061422,0.10854963685285324,nan
B,5,220,100,100,0.19794773421950393,0.1455423740565576,0.07579627058715879
B,5,221,100,100,0.12442704821753688,0.5609764272269053,0.10081408176157566
B,5,222,100,100,0.19738514623706196,0.8036318837001489,0.20312759800753974
B,5,223,100,100,0.2014178141256688,0.6297120674211555,0.20665191060988267
B,5,224,100,100,0.1770320726405492,1.144917789442233,0.15079369128095588
B,5,225,100,100,0.21040337253428446,0.774890601754579,0.19246417332938937
B,5,226,100,100,0.1422004379238825,0.6263608782082114,0.11306519820961415
B,5,227,100,100,0.17385959422538275,0.38694473058460893,0.12880094992116925
B,5,228,100,100,0.1375770149299273,0.6109948110444381,0.035532309876111154
B,5,229,100,100,0.13549415143079302,0.20681807323103046,0.1042815660690533
B,5,230,100,100,0.19266495402266315,0.3423978754650918,0.15763776629390597
B,5,231,100,100,0.16166818806507047,0.41023946428503505,0.17311738332932972
B,5,232,100,100,0.14910223418284607,0.6879449626196023,0.28128137832189254
B,5,233,100,100,0.13256890197330895,0.3286042463856422,0.23882915351042402
B,5,234,100,100,0.1581861747649911,0.8309663134271679,0.014193453020142462
B,5,235,100,100,0.13752974890207253,1.3450913753664928,0.22990112368132878
B,5,236,100,100,0.16610935495088416,0.9566972439755234,0.3216142357803329
B,5,237,100,100,0.13205674518884666,0.3779800764339166,0.03279750327642345
B,5,238,100,100,0.21438776404413662,0.6909775721184596,0.15339570412492814
B,5,239,100,100,0.17473446736704729,0.8856147697409399,0.11778771877054525
B,5,240,100,100,0.130722136738325,0.1991424451146269,0.28022585371908215
B,5,241,100,100,0.16730194610311835,0.5719540847099379,0.031141498749095053
B,5,242,100,100,0.18493171692019014,1.3319405624090126,0.5224579986850878
B,5,243,100,100,0.1861940405714685,0.9541828644852193,0.24104922242883445
B,5,244,100,100,0.1970110265556119,1.0733325703044434,0.16954289654203963
B,5,245,100,100,0.2566841542649496,0.6415071170808067,0.2606507645309697
B,5,246,100,100,0.20469345353213325,1.1281994792103207,0.31777715493002456
B,5,247,100,100,0.20693681728103822,1.4249165931331915,0.329162759269448
B,5,248,100,100,0.1777670560352415,0.5497198964509096,0.2731026932286361
B,5,249,100,100,0.22621326477266834,1.0297843303977852,0.5342465237912046
B,5,250,100,100,0.21652380940905966,0.7349761134899441,0.14289466990636351
B,5,251,100,100,0.17534465363163418,0.7606057116113182,0.15331289607901033
B,5,252,100,100,0.15268966888564506,0.38322349913098397,0.28873345991428695
B,5,253,100,100,0.09846205652807641,0.3720446908419004,0.14250771532100967
B,5,254,100,100,0.1621658939239611,0.25492089467871676,0.18453614174241714
B,5,255,100,100,0.14100663664534913,0.2742907460696325,0.04758317519791988
B,5,256,100,100,0.17457375490316085,0.46546450917650206,0.08365255946511677
B,5,257,100,100,0.1517358208276172,0.32956708088285874,0.12431436660967216
B,5,258,100,100,0.13016890518550225,0.7498072523892602,0.05290717740511208
B,5,259,100,100,0.13420461603979558,0.6051006101342711,0.16724486694985058
B,5,260,100,100,0.14809030321896322,0.6762491951238956,0.12019212520295423
B,5,261,100,100,0.17965354993733887,0.7288787722000368,0.170446680846069
B,5,262,100,100,0.2022277176642742,1.1397510734554759,0.19965425216338023
B,5,263,100,100,0.18255098309943524,0.41691653557884534,0.2259906710370011
B,5,264,100,100,0.1668004744746026,0.3159155630877984,0.22776188876017867
B,5,265,100,100,0.19745509188750793,0.7517785802730591,0.15758234979204347
B,5,266,100,100,0.18196787148031088,0.44107153964766177,0.2223289009775132
B,5,267,100,100,0.19342579340380497,1.3757052198152142,0.37628184544698867
B,5,268,100,100,0.1737450977552559,0.9250742142670332,0.3312850171764895
B,5,269,100,100,0.17017568321182955,0.6608356243174491,0.08783098653765001
B,5,270,100,100,0.21150227278078304,1.4052287120481122,0.06095533128312152
B,5,271,100,100,0.19567422550173927,1.1871525828303173,0.27303841721733824
B,5,272,100,100,0.20945245962185632,0.7078414452665813,0.3081459560139471
B,5,273,100,100,0.20913853817448266,0.8522783039268494,0.5188617629436723
B,5,274,100,100,0.20577142589642164,0.8731585461578336,0.42639774645121686
B,5,275,100,100,0.1614340695377912,1.3867481431480921,0.10669005245926515
B,5,276,100,100,0.22157784424207866,1.5374617895064322,0.09691010510974916
B,5,277,100,100,0.18667655325918975,0.4574905627159419,0.2932731695986601
B,5,278,100,100,0.18400139274804528,0.8924098497589301,0.2545885785936637
B,5,279,100,100,0.15638162972777828,0.9826142354455459,0.19169427292406313
B,5,280,100,100,0.19513064689691856,1.090484350012462,0.13420767936724345
B,5,281,100,3,0.17217913054166367,0.16331838522124822,0.44565046689135607
B,6,282,100,100,0.12165875006978921,0.3373309103485863,nan
B,6,283,100,100,0.16658533128247055,0.2873984548486641,0.09415006590669768
B,6,284,100,100,0.13315369682574243,0.3805362890892615,0.08173815222033008
B,6,285,100,100,0.1841402969195621,0.27782936555452215,0.1159601661117735
B,6,286,100,100,0.14203440784066357,0.5588125610612416,0.2836374015704113
B,6,287,100,100,0.16015480182250139,0.7881993095066907,0.18520880836709835
B,6,288,100,100,0.12747691151691595,0.5514495072200071,0.11048211759252405
B,6,289,100,100,0.1882125736770875,1.1809890353095065,0.13461928351870556
B,6,290,100,100,0.1586406603625094,0.6619000878104665,0.29853625189018285
B,6,291,100,100,0.1411301321034754,0.44745202262232947,0.048816003367763025
B,6,292,100,100,0.12096765641470844,0.7972766096621628,0.5319760429014407
B,6,293,100,100,0.1605755903728669,0.6790866525959995,0.19013395476456463
B,6,294,100,100,0.2579350336922939,0.4791405724020403,0.10209726293931852
B,6,295,100,100,0.1781509811780846,0.8089956377479095,0.5160100887759982
B,6,296,100,100,0.1692424924483792,0.8212903677773044,0.12918483378520493
B,6,297,100,16,0.3052991557056966,0.49713899717936766,0.3730179445816733
B,7,298,100,100,0.11263616428027956,0.3290598648521853,nan
B,7,299,100,100,0.1862599623514981,0.46722421615222637,0.10130879603247205
B,7,300,100,100,0.15484901138921892,0.1551032752321934,0.1491503106707
B,7,301,100,100,0.1521073498984036,0.7700327692213464,0.07729216015202109
B,7,302,100,100,0.13672895751035224,1.095469892382335,0.3933230723994218
B,7,303,100,100,0.17559319958888917,0.34727569159286364,0.11779303923373881
B,7,304,100,100,0.13738140786655922,0.7217310760414123,0.17418778917299993
B,7,305,100,100,0.12206087260629779,0.6394908826164118,0.10564300647292658
B,7,306,100,100,0.16117250068673708,0.8672291952333304,0.26745401424710685
B,7,307,100,100,0.13458775713610824,0.6662153191452127,0.192137578182058
B,7,308,100,100,0.1264843783948048,0.5157218846743794,0.3031636627109265
B,7,309,100,100,0.1020493924509338,0.5008829326206259,0.10516480228213136
B,7,310,100,100,0.20187286900734974,0.9095847707161905,0.12753531239170215
B,7,311,100,100,0.1666723804241397,0.6166439853948416,0.127777266260016
B,7,312,100,100,0.10808215148254158,0.45302333223188757,0.11643632737349417
B,7,313,100,100,0.2168500723612624,0.8307486071293189,0.1349859571462826
B,7,314,100,100,0.1830225356698995,0.9297817106728713,0.1105318448490379
B,7,315,100,100,0.17711296277305486,0.5732367840185146,0.15616445073713434
B,7,316,100,100,0.15160509762908375,1.137844074377655,0.2980691743297338
B,7,317,100,100,0.1315587958177923,0.8772699123303298,0.16383550353671486
B,7,318,100,100,0.10989786692598175,0.9107783636533463,0.043083960425823756
B,7,319,100,100,0.1297178746859241,0.7032905278626919,0.09974328458102877
B,7,320,100,100,0.17307938801487688,0.4990168493895704,0.1270149227753408
B,7,321,100,100,0.16683061202291283,0.9039749679691377,0.25083306790926185
B,7,322,100,100,0.14192861747442698,0.3857447843156743,0.0726257653776241
B,7,323,100,100,0.13568321481775283,0.7397582897401871,0.07414467088140003
B,7,324,100,100,0.15011704736238488,0.3651187582207305,0.07323111840019952
B,7,325,100,100,0.25883642181238387,0.407139461509102,0.06034984862099123
B,7,326,100,100,0.10942348110167398,0.4586888977289124,0.19407686453496725
B,7,327,100,100,0.1348477222347331,0.77970356986926,0.24653663665575862
B,7,328,100,100,0.18366663893876828,0.888297073125232,0.103802713918987
B,7,329,100,100,0.14591303328598818,0.8091933418328265,0.28048214738590477
B,7,330,100,100,0.1335527445377897,0.7705245766280413,0.08045904047617317
B,7,331,100,100,0.11443640313311851,0.6414521847017157,0.09112671817076012
B,7,332,100,100,0.15722470139403033,0.5050950935473938,0.20536265330136919
B,7,333,100,100,0.131010704231753,0.5667055909270329,0.0745854780263621
B,7,334,100,100,0.1674811401121208,0.6442315868755067,0.1130222978069066
B,7,335,100,100,0.13411884564521193,0.4489577361825481,0.0826310196644033
B,7,336,100,100,0.1309217883976141,0.7663326564096373,0.11964437297866048
B,7,337,100,100,0.15081803913780314,0.8418968186897828,0.3720611860140617
B,7,338,100,100,0.14740617232060707,0.32196856290589587,0.08949462186981205
B,7,339,100,100,0.1418609566088959,0.852750894702808,0.2657392391570055
B,7,340,100,100,0.15940178843090608,0.773451780713295,0.20446471871127408
B,7,341,100,100,0.16718693323492326,1.073955064533513,0.10421998945086021
B,7,342,100,100,0.13261273272580829,1.6880544222328873,0.13046541005915813
B,7,343,100,100,0.11606187547827827,0.8876976206713261,0.2988703968755302
B,7,344,100,100,0.14439494001098258,0.9405006959028781,0.04056570022978491
B,7,345,100,100,0.17222987395109482,0.3219422915999714,0.08907256846964412
B,7,346,100,100,0.1172233146403607,0.37429076804507594,0.052611316163418353
B,7,347,100,81,0.268381986318843,0.4813487194910666,0.12409255402500624
B,8,348,100,100,0.1312706670907696,0.14031144764771353,nan
B,8,349,100,100,0.14067665086594677,0.09588706611727871,0.028451139876902207
B,8,350,100,100,0.14525243213967298,0.47439823011811866,0.05031571940227373
B,8,351,100,100,0.16445229944805145,0.3218724425927204,0.1521628378818447
B,8,352,100,100,0.18360464378379895,0.4250126320088415,0.06460170124097767
B,8,353,100,100,0.1943679193473673,0.7753913713847805,0.13537645598817746
B,8,354,100,100,0.16086961898850083,1.5893889716232836,0.2052629574530824
B,8,355,100,100,0.13958062553492728,1.448006619330611,0.3196235473461655
B,8,356,100,100,0.12293573693156284,0.6796300472179764,0.2921878465397699
B,8,357,100,100,0.09640422431220762,0.6249286252138273,0.09320533436204907
B,8,358,100,100,0.13034000739830312,0.6418746199351856,0.07769989133170933
B,8,359,100,100,0.11133219426333318,0.2843942228425327,0.05588368284316499
B,8,360,100,100,0.1396797445328651,0.11182137945037618,0.0626724892970884
B,8,361,100,100,0.10613423150097054,0.16711440415934598,0.06756857317858127
B,8,362,100,100,0.1498955523741655,0.31844770794873944,0.07177743361997403
B,8,363,100,100,0.15059534325288462,0.4928570856736905,0.11896645133356315
B,8,364,100,100,0.13768943100503112,1.0777683922170733,0.21084866869439367
B,8,365,100,100,0.09578288510230111,1.0472838471803232,0.24641388405279643
B,8,366,100,100,0.12729763346508893,0.4183681250468974,0.1274564731422193
B,8,367,100,100,0.14843272163954085,0.7996241937516858,0.1248073424985638
B,8,368,100,100,0.1308368587170979,0.5678343537047378,0.21865849681313565
B,8,369,100,100,0.13370445805712783,1.0968489870320037,0.14962410940479387
B,8,370,100,100,0.10964058076551789,0.6144370919016209,0.1665159401148299
B,8,371,100,100,0.10672810614403014,0.18882810471098638,0.05459102711825319
B,8,372,100,100,0.16101533324093362,0.4577234182795544,0.036531070917025746
B,8,373,100,100,0.11547565074904935,0.38998570757455137,0.1569624578111961
B,8,374,100,100,0.1224089259203726,0.289599817778905,0.13166788448323657
B,8,375,100,100,0.06674144274886096,0.3635160864952916,0.04473185593237238
B,8,376,100,100,0.1473060342391172,0.48252030298814685,0.1685452949858179
