comparison,left_experiment,right_experiment,validation_comparability,best_val_action_l1_delta_left_minus_right,selected_checkpoint_val_delta_left_minus_right,overfit_gap_delta_left_minus_right,train_frame_ratio_left_over_right,mean_step_delta_l2_delta_left_minus_right,chunk_q90_boundary_jump_delta_left_minus_right,train_input_static_brightness_delta_left_minus_right,interpretation
ABC_vs_ABC_aug,act_ABC,act_ABC_aug,same_ABC_validation_split,-0.0007415302097797394,-0.002311281394213438,-0.005440132692456245,1.0,0.0,0.0,0.002649545669555664,act_ABC has lower best validation Action L1
ABC_vs_ABC_size_matched,act_ABC,act_ABC_size_matched,same_ABC_validation_split,-0.010101944208145142,-0.01705790776759386,-0.025359285064041615,3.0050965905695333,0.0003295853250147862,0.004652738010297475,-0.000843346118927002,act_ABC has lower best validation Action L1
ABC_vs_B,act_ABC,act_B,different_validation_split,0.014779871329665184,0.01608810294419527,-0.05662904307246208,3.0053940676462405,-0.04921079814762139,-0.014230954458990308,-0.14176311081933213,different validation split; use loss deltas as diagnostics only
ABC_size_matched_vs_B,act_ABC_size_matched,act_B,different_validation_split,0.024881815537810326,0.03314601071178913,-0.03126975800842047,1.0000989908536186,-0.049540383472636174,-0.018883692469287783,-0.14091976470040513,different validation split; use loss deltas as diagnostics only
ABC_size_matched_aug_vs_B_aug,act_ABC_size_matched_aug,act_B_aug,different_validation_split,0.02594277774915099,0.02357688220217824,-0.0440621729940176,1.0000989908536186,-0.049540383472636174,-0.018883692469287783,-0.13650596141815186,different validation split; use loss deltas as diagnostics only
