experiment,phase,best_val_step,best_val_action_l1,best_step_checkpoint_exists,previous_checkpoint_step,previous_checkpoint_val_action_l1,previous_checkpoint,next_checkpoint_step,next_checkpoint_val_action_l1,next_checkpoint,selected_available_checkpoint_step,selected_available_checkpoint_val_action_l1,selected_available_checkpoint,selection_rule
act_B,task1_reference,10000,0.5404146257787943,True,10000,0.5404146257787943,/EXT_DISK/users/zengzixuan/calvin_runs/act_B/20260604_101320_act_B_full_gpu0/checkpoints/step_00010000,10000,0.5404146257787943,/EXT_DISK/users/zengzixuan/calvin_runs/act_B/20260604_101320_act_B_full_gpu0/checkpoints/step_00010000,10000,0.5404146257787943,/EXT_DISK/users/zengzixuan/calvin_runs/act_B/20260604_101320_act_B_full_gpu0/checkpoints/step_00010000,"if best step has no checkpoint, compare neighboring saved checkpoints and select lower validation Action L1"
act_B_aug,task1_extension,15000,0.5409390446729958,False,10000,0.5478160153143108,/EXT_DISK/users/zengzixuan/calvin_runs/act_B_aug/20260605_063735_act_B_aug_full_gpu0/checkpoints/step_00010000,20000,0.5516347135417163,/EXT_DISK/users/zengzixuan/calvin_runs/act_B_aug/20260605_063735_act_B_aug_full_gpu0/checkpoints/step_00020000,10000,0.5478160153143108,/EXT_DISK/users/zengzixuan/calvin_runs/act_B_aug/20260605_063735_act_B_aug_full_gpu0/checkpoints/step_00010000,"if best step has no checkpoint, compare neighboring saved checkpoints and select lower validation Action L1"
act_ABC,task2,25000,0.5551944971084595,False,20000,0.5601941826753318,/EXT_DISK/users/zengzixuan/calvin_runs/act_ABC/20260605_072243_act_ABC_full_gpu1/checkpoints/step_00020000,30000,0.5565027287229896,/EXT_DISK/users/zengzixuan/calvin_runs/act_ABC/20260605_072243_act_ABC_full_gpu1/checkpoints/step_00030000,30000,0.5565027287229896,/EXT_DISK/users/zengzixuan/calvin_runs/act_ABC/20260605_072243_act_ABC_full_gpu1/checkpoints/step_00030000,"if best step has no checkpoint, compare neighboring saved checkpoints and select lower validation Action L1"
act_ABC_size_matched,task2,15000,0.5652964413166046,False,10000,0.5735606364905834,/EXT_DISK/users/zengzixuan/calvin_runs/act_ABC_size_matched/20260605_072743_act_ABC_size_matched_full_gpu2/checkpoints/step_00010000,20000,0.5804486949928105,/EXT_DISK/users/zengzixuan/calvin_runs/act_ABC_size_matched/20260605_072743_act_ABC_size_matched_full_gpu2/checkpoints/step_00020000,10000,0.5735606364905834,/EXT_DISK/users/zengzixuan/calvin_runs/act_ABC_size_matched/20260605_072743_act_ABC_size_matched_full_gpu2/checkpoints/step_00010000,"if best step has no checkpoint, compare neighboring saved checkpoints and select lower validation Action L1"
act_ABC_aug,task2,25000,0.5559360273182392,False,20000,0.5614613154903054,/EXT_DISK/users/zengzixuan/calvin_runs/act_ABC_aug/20260605_073244_act_ABC_aug_full_gpu3/checkpoints/step_00020000,30000,0.558814010117203,/EXT_DISK/users/zengzixuan/calvin_runs/act_ABC_aug/20260605_073244_act_ABC_aug_full_gpu3/checkpoints/step_00030000,30000,0.558814010117203,/EXT_DISK/users/zengzixuan/calvin_runs/act_ABC_aug/20260605_073244_act_ABC_aug_full_gpu3/checkpoints/step_00030000,"if best step has no checkpoint, compare neighboring saved checkpoints and select lower validation Action L1"
act_ABC_size_matched_aug,task2,15000,0.5668818224221468,False,10000,0.571392897516489,/EXT_DISK/users/zengzixuan/calvin_runs/act_ABC_size_matched_aug/20260605_073744_act_ABC_size_matched_aug_full_gpu4/checkpoints/step_00010000,20000,0.5747293080203235,/EXT_DISK/users/zengzixuan/calvin_runs/act_ABC_size_matched_aug/20260605_073744_act_ABC_size_matched_aug_full_gpu4/checkpoints/step_00020000,10000,0.571392897516489,/EXT_DISK/users/zengzixuan/calvin_runs/act_ABC_size_matched_aug/20260605_073744_act_ABC_size_matched_aug_full_gpu4/checkpoints/step_00010000,"if best step has no checkpoint, compare neighboring saved checkpoints and select lower validation Action L1"
