experiment,display_name,dataset,train_episode_spec,val_episode_spec,final_step,final_train_action_l1,final_val_action_l1,best_val_step,best_val_action_l1,final_minus_best_val_action_l1,selected_checkpoint_step,selected_checkpoint_val_action_l1,selected_checkpoint,validation_split_group,first_step_within_1pct_best_val,num_val_points,val_action_l1_std_all,val_action_l1_std_after_best,final_train_l1_1000step_mean,train_frames,train_episodes,diagnostic_scope,mean_action_l2_first6,mean_step_delta_l2_first6,gripper_close_fraction,gripper_switch_rate_per_1000_frames,chunk_mean_boundary_jump_l2_first6,chunk_q90_boundary_jump_l2_first6,raw_static_brightness_mean,raw_gripper_brightness_mean,train_input_static_brightness_mean,train_input_gripper_brightness_mean,raw_static_contrast_mean,raw_gripper_contrast_mean,train_input_static_contrast_mean,train_input_gripper_contrast_mean
act_B,ACT-B,local/calvin_B,0:212,212:235,100000,0.4586472511291504,0.6228719879873097,10000,0.5404146257787943,0.0824573622085154,10000,0.5404146257787943,/EXT_DISK/users/zengzixuan/calvin_runs/act_B/20260604_101320_act_B_full_gpu0/checkpoints/step_00010000,B_val,10000,95001,0.030336157920742284,0.029589802124198213,0.44667441669106484,535403,212,Task1 environment-B diagnostic split,0.502717178582896,0.22080283574653892,0.47046801689736356,23.612896762451786,0.1791689427733473,0.32449569496274,0.6938994724183006,0.6894967798230404,0.6938994724183006,0.6894967798230404,0.17307165912348157,0.15838480067270116,0.17307165912348157,0.15838480067270116
act_B_aug,ACT-B Aug,local/calvin_B,0:212,212:235,100000,0.48519521951675415,0.6485505253076553,15000,0.5409390446729958,0.10761148063465953,10000,0.5478160153143108,/EXT_DISK/users/zengzixuan/calvin_runs/act_B_aug/20260605_063735_act_B_aug_full_gpu0/checkpoints/step_00010000,B_val,15000,95001,0.03536743706926158,0.03227968305998391,0.4515017004609108,535403,212,Task1 environment-B augmented diagnostic split,0.502717178582896,0.22080283574653892,0.47046801689736356,23.612896762451786,0.1791689427733473,0.32449569496274,0.6897692680358887,0.6845535635948181,0.686844527721405,0.6820683479309082,0.17281219363212585,0.15671132504940033,0.16830632090568542,0.15266317129135132
act_ABC,ACT-ABC,local/calvin_ABC,task2_full,task2_ABC_val,100000,0.5028818249702454,0.5810228162445128,25000,0.5551944971084595,0.025828319136053324,30000,0.5565027287229896,/EXT_DISK/users/zengzixuan/calvin_runs/act_ABC/20260605_072243_act_ABC_full_gpu1/checkpoints/step_00030000,ABC_val,20000,95001,0.009554472567370175,0.00901496170680443,0.5600125379562378,1609097,611,Task2 selected training split,0.51111770011256,0.17159203759891753,0.4545599177675429,24.645499929463544,0.1734708102398293,0.3102647405037497,0.5521363615989685,0.5276371240615845,0.5521363615989685,0.5276371240615845,0.23512282967567444,0.195902481675148,0.23512282967567444,0.195902481675148
act_ABC_aug,ACT-ABC Aug,local/calvin_ABC,task2_full,task2_ABC_val,100000,0.5215988755226135,0.5872044791467488,25000,0.5559360273182392,0.03126845182850957,30000,0.558814010117203,/EXT_DISK/users/zengzixuan/calvin_runs/act_ABC_aug/20260605_073244_act_ABC_aug_full_gpu3/checkpoints/step_00030000,ABC_val,20000,95001,0.008299832042931903,0.007485231600692202,0.5616488898992539,1609097,611,Task2 selected training split,0.51111770011256,0.17159203759891753,0.4545599177675429,24.645499929463544,0.1734708102398293,0.3102647405037497,0.5521363615989685,0.5276371240615845,0.5494868159294128,0.5249328017234802,0.23512282967567444,0.195902481675148,0.2309558093547821,0.19233250617980957
act_ABC_size_matched,ACT-ABC Size-Matched,local/calvin_ABC,task2_size_matched,task2_ABC_val,100000,0.4140178859233856,0.6164840455166996,15000,0.5652964413166046,0.05118760420009494,10000,0.5735606364905834,/EXT_DISK/users/zengzixuan/calvin_runs/act_ABC_size_matched/20260605_072743_act_ABC_size_matched_full_gpu2/checkpoints/step_00010000,ABC_val,15000,95001,0.01963695104987946,0.018691499947751756,0.4252474548816681,535456,207,Task2 selected training split,0.5106190218638553,0.17126245227390274,0.45579842227932826,25.02726647941194,0.17248481704748045,0.3056120024934522,0.5529797077178955,0.5253794193267822,0.5529797077178955,0.5253794193267822,0.2352849841117859,0.19400949776172638,0.2352849841117859,0.19400949776172638
act_ABC_size_matched_aug,ACT-ABC Size-Matched Aug,local/calvin_ABC,task2_size_matched,task2_ABC_val,100000,0.4299245774745941,0.6304311300627887,15000,0.5668818224221468,0.06354930764064193,10000,0.571392897516489,/EXT_DISK/users/zengzixuan/calvin_runs/act_ABC_size_matched_aug/20260605_073744_act_ABC_size_matched_aug_full_gpu4/checkpoints/step_00010000,ABC_val,10000,95001,0.01982739629501669,0.018497149076707846,0.42615005949139595,535456,207,Task2 selected training split,0.5106190218638553,0.17126245227390274,0.45579842227932826,25.02726647941194,0.17248481704748045,0.3056120024934522,0.5529797077178955,0.5253794193267822,0.5503385663032532,0.5224586725234985,0.2352849841117859,0.19400949776172638,0.23108942806720734,0.1901838183403015
