experiment,phase,best_val_step,best_val_action_l1,best_step_checkpoint_exists,previous_checkpoint_step,previous_checkpoint_val_action_l1,previous_checkpoint,next_checkpoint_step,next_checkpoint_val_action_l1,next_checkpoint,selected_available_checkpoint_step,selected_available_checkpoint_val_action_l1,selected_available_checkpoint,selection_rule
act_ABC,task2,25000,0.5551944971084595,False,20000,0.5601941826753318,/EXT_DISK/users/zengzixuan/calvin_runs/act_ABC/20260605_072243_act_ABC_full_gpu1/checkpoints/step_00020000,30000,0.5565027287229896,/EXT_DISK/users/zengzixuan/calvin_runs/act_ABC/20260605_072243_act_ABC_full_gpu1/checkpoints/step_00030000,30000,0.5565027287229896,/EXT_DISK/users/zengzixuan/calvin_runs/act_ABC/20260605_072243_act_ABC_full_gpu1/checkpoints/step_00030000,"if best step has no checkpoint, compare neighboring saved checkpoints and select lower validation Action L1"
