step,train_action_l1_raw,train_action_l1_trailing_mean,train_smoothing_window_steps
1000,0.7267403602600098,0.7572266123294831,1000
2000,0.7092882394790649,0.7248235833048821,1000
3000,0.681007981300354,0.7083652963638306,1000
4000,0.7003099322319031,0.6965517994761466,1000
5000,0.7227658629417419,0.6908163691163063,1000
6000,0.7288706302642822,0.685014281988144,1000
7000,0.6873325705528259,0.6814529024362564,1000
8000,0.6749207973480225,0.6787199558615684,1000
9000,0.63565993309021,0.6763061032891273,1000
10000,0.6764777898788452,0.6742879378199578,1000
11000,0.6612557768821716,0.670455451309681,1000
12000,0.6727553009986877,0.6701566759943962,1000
13000,0.6806490421295166,0.667268098294735,1000
14000,0.6660746335983276,0.6661940454244614,1000
15000,0.6543610692024231,0.666508449614048,1000
16000,0.6685650944709778,0.6634291030168533,1000
17000,0.6390455365180969,0.6614381822347641,1000
18000,0.6668405532836914,0.6625641840100288,1000
19000,0.6408234238624573,0.6595423931479454,1000
20000,0.6520108580589294,0.6580052297711373,1000
21000,0.6142812371253967,0.6555022765994072,1000
22000,0.6519080400466919,0.6546347396969795,1000
23000,0.6666812300682068,0.6533872104883194,1000
24000,0.6270321011543274,0.651962316274643,1000
25000,0.6792405843734741,0.65215638589859,1000
26000,0.6262781620025635,0.648504251420498,1000
27000,0.6879621744155884,0.6488469548821449,1000
28000,0.6520919799804688,0.6470603721141815,1000
29000,0.6447868347167969,0.6469343933463096,1000
30000,0.6264495253562927,0.6458371451497078,1000
31000,0.5908212065696716,0.6437003184556961,1000
32000,0.6558632850646973,0.6428908806443214,1000
33000,0.6384540796279907,0.640272775888443,1000
34000,0.6277251839637756,0.6403969960808754,1000
35000,0.670179545879364,0.6388031077384949,1000
36000,0.616180956363678,0.6364237813949585,1000
37000,0.6350184679031372,0.6361498883962631,1000
38000,0.6556360125541687,0.6358434194326401,1000
39000,0.6591326594352722,0.632138496875763,1000
40000,0.6134142279624939,0.6320098128914833,1000
41000,0.5924862623214722,0.6322695595622063,1000
42000,0.6388201713562012,0.6285021193027497,1000
43000,0.6808894276618958,0.6309703711271286,1000
44000,0.6498358845710754,0.627575474858284,1000
45000,0.6768656373023987,0.6257933787107468,1000
46000,0.6513187289237976,0.6252191066145897,1000
47000,0.6449382305145264,0.6236225051879882,1000
48000,0.6178738474845886,0.6236874824166297,1000
49000,0.5509780049324036,0.6203877422213554,1000
50000,0.6003854274749756,0.6215817402005196,1000
51000,0.611768364906311,0.6155160888433456,1000
52000,0.5827874541282654,0.61520008289814,1000
53000,0.5303224325180054,0.6119926512241364,1000
54000,0.5854799151420593,0.610786118030548,1000
55000,0.5593178272247314,0.6096365447044373,1000
56000,0.6189361810684204,0.6098545910716057,1000
57000,0.613681972026825,0.6076174904108047,1000
58000,0.5956719517707825,0.6078014656305313,1000
59000,0.6303382515907288,0.6060728970170021,1000
60000,0.6264110207557678,0.6056321974992752,1000
61000,0.6044718623161316,0.6037864253520966,1000
62000,0.6027547717094421,0.6024554368853569,1000
63000,0.5931118726730347,0.6025355997681617,1000
64000,0.5914589762687683,0.5999753125309945,1000
65000,0.5833828449249268,0.5985701912045479,1000
66000,0.6108635067939758,0.5978021755814552,1000
67000,0.5746389627456665,0.5983091205358505,1000
68000,0.6320066452026367,0.5947889407873154,1000
69000,0.6000550389289856,0.5945653611421585,1000
70000,0.6472594738006592,0.5935432984828949,1000
71000,0.5696911811828613,0.5923096466064454,1000
72000,0.5293794870376587,0.5904835264086723,1000
73000,0.6033092737197876,0.5893174904584885,1000
74000,0.5785852074623108,0.5898701100349426,1000
75000,0.548533022403717,0.5874872528016567,1000
76000,0.5769819021224976,0.5886488015055656,1000
77000,0.6026837229728699,0.5843284981250763,1000
78000,0.5732835531234741,0.5844822453856469,1000
79000,0.5842506289482117,0.5834759982824326,1000
80000,0.5812982320785522,0.5832920154631138,1000
81000,0.5695642828941345,0.5823321168124675,1000
82000,0.5918925404548645,0.5803186729848385,1000
83000,0.5745314359664917,0.5802824374437332,1000
84000,0.5656160116195679,0.5772834798693657,1000
85000,0.5623881220817566,0.5780090425908565,1000
86000,0.5390103459358215,0.576238613396883,1000
87000,0.5774844884872437,0.573707188218832,1000
88000,0.6295174360275269,0.5729091326892376,1000
89000,0.6032970547676086,0.5718432600200176,1000
90000,0.5833063125610352,0.5709142941236496,1000
91000,0.5796408653259277,0.5693337309062481,1000
92000,0.5696216821670532,0.5692482005059719,1000
93000,0.6212965250015259,0.5671203054189682,1000
94000,0.5404658913612366,0.5647236431837082,1000
95000,0.5507023930549622,0.5664814551472663,1000
96000,0.5524953603744507,0.5644230421185493,1000
97000,0.5569774508476257,0.562879683881998,1000
98000,0.5705626010894775,0.5631846978068352,1000
99000,0.5489299893379211,0.5607233684659004,1000
100000,0.5028818249702454,0.5600125379562378,1000
