experiment,display_name,ablation_mode,chunk_t,mean_pred_l1_delta
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,2,0.5946618318557739
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,3,0.5980561971664429
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,4,0.6027125716209412
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,5,0.6122778654098511
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,6,0.6151473522186279
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,7,0.6153778433799744
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,8,0.6235974431037903
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,9,0.6280703544616699
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,10,0.6439958810806274
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,11,0.6501316428184509
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,12,0.6550226211547852
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,13,0.6717262864112854
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,14,0.6834314465522766
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,15,0.6945022344589233
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,16,0.7042286992073059
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,17,0.7242622971534729
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,18,0.7369822859764099
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,19,0.7448887228965759
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,20,0.7490226030349731
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,21,0.7483909130096436
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,22,0.7479755878448486
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,23,0.7431045770645142
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,24,0.7361682057380676
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,25,0.7354283332824707
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,26,0.7444009780883789
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,27,0.7450599074363708
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,28,0.7504652738571167
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,29,0.7509370446205139
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,30,0.7507290840148926
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,31,0.7497893571853638
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,32,0.7375590205192566
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,33,0.7259151935577393
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,34,0.7180888652801514
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,35,0.7117481231689453
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,36,0.6993926763534546
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,37,0.6834262013435364
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,38,0.669261634349823
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,39,0.6572690010070801
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,40,0.6526386141777039
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,41,0.6451096534729004
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,42,0.6385759115219116
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,43,0.6446073055267334
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,44,0.6490365266799927
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,45,0.6528104543685913
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,46,0.6514558792114258
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,47,0.6581023335456848
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,48,0.6574306488037109
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,49,0.6666616797447205
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,50,0.6747796535491943
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,51,0.6807373762130737
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,52,0.6917250752449036
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,53,0.7022813558578491
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,54,0.7168368101119995
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,55,0.719745397567749
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,56,0.7458227872848511
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,57,0.7449558973312378
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,58,0.7531746625900269
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,59,0.7587345838546753
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,60,0.7511942982673645
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,61,0.7569641470909119
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,62,0.7564840316772461
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,63,0.7389835715293884
act_lang_ABC_200k,ACT-Lang-ABC 200k,wrong_language,64,0.745464563369751
