episode_index,chunk_index,chunk_size,chunk_length,mean_within_chunk_delta_l2_first6,first_last_delta_l2_first6,boundary_jump_l2_first6
3,75,100,100,0.14221062649149768,0.26102501068477296,0.06393052435060856
3,76,100,100,0.1442279015066844,0.5924437298741538,0.07503435521023498
3,77,100,100,0.13964939752622602,0.7790814352209638,0.06447430374544831
3,78,100,100,0.13579562686670416,0.6894949551614862,0.2317752373321145
3,79,100,100,0.14849270599005931,0.38304195616399395,0.2047337213331284
3,80,100,100,0.12507274270403124,0.3677639534247541,0.05493488825267524
3,81,100,100,0.17701034823944573,0.2486839577317329,0.2628367156141704
3,82,100,100,0.16770306408346497,0.2572692179141763,0.2843469851219011
4,83,100,100,0.16250382243675912,0.5793863671087355,nan
4,84,100,100,0.1564577658172154,0.5119242880192414,0.1977540382660313
4,85,100,100,0.1852168102392357,0.6138321316730697,0.1286518498048568
4,86,100,100,0.14898262730890866,0.8743584753133179,0.1708305081276435
4,87,100,100,0.15785855307469362,0.6095634673238142,0.251127214823183
4,88,100,100,0.15453393008947275,0.26409304002220535,0.012427728640257606
4,89,100,100,0.1437157343372148,0.28739705409618593,0.20673978530174744
4,90,100,100,0.18166329816604182,0.8639097833839996,0.09680600608778223
4,91,100,100,0.16432384274885162,0.7006455766865874,0.15875038927228774
4,92,100,100,0.14735489988503234,0.08162325125911911,0.021602606628609106
4,93,100,100,0.1634057070096581,0.2750991951388632,0.14374454746934126
4,94,100,100,0.12843126188753912,0.45612031484671545,0.1447644461034449
4,95,100,100,0.15776463621856898,0.5524095510701036,0.10691512210258883
4,96,100,100,0.10415339746330497,0.8825278797183606,0.0702369166828347
4,97,100,100,0.13704685910618866,0.8075610493654211,0.23892875985716983
4,98,100,100,0.20260330255760706,0.25196266919229177,0.09369222830727701
4,99,100,100,0.1459468592203218,0.8001563491513349,0.2299367450087475
4,100,100,100,0.16152073520918958,1.1140055498852537,0.2092402882724527
4,101,100,100,0.1513260843512989,0.3725863873593961,0.09539672541870464
4,102,100,100,0.1591889421605357,0.7703630738508879,0.24352426839082067
4,103,100,100,0.14521197025921373,0.5444015307667801,0.08069090067224931
4,104,100,100,0.16246648742952496,0.6578750821118414,0.10604799118669776
4,105,100,100,0.16725312018166005,0.5969834041211388,0.13600935198387637
4,106,100,100,0.18418454871572057,0.8412239688555799,0.20750145985909813
4,107,100,100,0.0890737140140469,0.5458559541957239,0.06416972246790816
4,108,100,100,0.11971000466153839,0.2788751649551153,0.07314944521934905
4,109,100,62,0.2692403365603368,0.5736545042718127,0.08841102279491417
5,110,100,100,0.1788816490933638,0.7128684498213955,nan
5,111,100,100,0.16807104083819652,0.9841325139975912,0.17782543239947568
5,112,100,100,0.1422945411843487,0.7588580044010943,0.11144736210611411
5,113,100,100,0.15630418064753696,0.7047376419748692,0.13632964474027218
5,114,100,100,0.1598920948912193,0.784266476832864,0.15801610554559326
5,115,100,100,0.16380136882257076,0.6098348934045064,0.20354702171512595
5,116,100,100,0.15679521989892772,0.5869761527039083,0.09978123290873812
5,117,100,100,0.19127745873326477,1.0192925803591568,0.13167355081134458
5,118,100,100,0.17391967682955184,0.6851263943273408,0.254550326859589
5,119,100,100,0.19308765198096012,0.5176723717547973,0.4419434593228937
5,120,100,100,0.16767597178190644,0.6994982064813082,0.13266258855810628
5,121,100,100,0.1697875019646485,1.0185323264164625,0.19935596853954976
5,122,100,100,0.16020887710571813,0.6784012531252788,0.2302607253324993
5,123,100,100,0.24398321600572456,0.8919289306973615,0.187400816609635
5,124,100,100,0.15627855792201947,0.9675199392726771,0.4338276714122525
5,125,100,100,0.17015895060743066,0.33791021356688655,0.1324835081967842
5,126,100,100,0.17355432573583693,1.21305313899408,0.21856840280122836
5,127,100,100,0.10223498989912912,0.9239140536387662,0.07017335214720131
5,128,100,100,0.15518232929858872,0.6870671349123038,0.1197604058313858
5,129,100,100,0.1197185878392288,1.5796423093573462,0.1712080022719689
5,130,100,100,0.1644276063851704,1.0892351502889916,0.23511205855300724
5,131,100,100,0.09844388921755279,0.7536908022519686,0.08867132100186541
5,132,100,100,0.10864138048768257,1.4887431393586923,0.07830992469960836
5,133,100,100,0.1277668742890728,0.8808598205580067,0.14598214068143106
5,134,100,100,0.14347408091429456,0.6889515928202249,0.13782967908246216
5,135,100,100,0.15684389400528118,0.6578066777394336,0.11286095127398896
5,136,100,100,0.21418557215143771,0.48715854892729393,0.11156497249889645
5,137,100,11,0.14587542521319416,0.5566116620561797,0.35702888518356973
6,138,100,100,0.16004953318444076,0.5664964257375631,nan
6,139,100,100,0.19596710710788556,1.320559940617529,0.2694125802542855
6,140,100,100,0.24065904345174785,1.540979970369287,0.11836266019349205
6,141,100,100,0.20021624918216738,1.0124096091930743,0.07243763788419091
6,142,100,100,0.16069068515801113,0.9421885896749479,0.25769218005108374
6,143,100,100,0.1468731446835263,0.5299684988287104,0.09119311918621688
6,144,100,100,0.1272112647841086,0.3353276004219654,0.021967020286688947
6,145,100,100,0.18388129519984822,0.2954477598435244,0.08044271347422974
6,146,100,100,0.12008137584820434,0.3035371466809011,0.0527744323154431
6,147,100,100,0.1846664228307614,0.32603524353013286,0.21282349998970737
6,148,100,100,0.16213044403092797,0.5530482400162401,0.07885163672820078
6,149,100,100,0.18260289539222904,1.1777189171689786,0.22113380150253875
6,150,100,100,0.20777154608636147,1.0575889378085586,0.22547134533579957
6,151,100,100,0.19872555276666437,0.8825326577620096,0.4043766911808165
6,152,100,100,0.17913543241521626,0.9566331994434264,0.25306622997761596
6,153,100,100,0.1591730292862207,0.6522297273198876,0.1593287838349451
6,154,100,100,0.16508000025729322,0.37874260084693967,0.1126283933585709
6,155,100,100,0.16025206405446368,0.5085139511979241,0.09121932003245904
6,156,100,100,0.17037945379577435,0.3252555024732111,0.07394281845588478
6,157,100,100,0.17122495038126317,0.3530986771959685,0.2266257064109052
6,158,100,100,0.16836706324428946,0.408802625788806,0.11624601663362084
6,159,100,100,0.11211255557961414,0.6047166649233746,0.1965409902288611
6,160,100,100,0.14327019893260634,0.648575824331303,0.021136546017331243
6,161,100,100,0.19237376825739388,0.9506005022389972,0.18660240416474302
6,162,100,100,0.1875892675606419,1.0989538692187995,0.17380767514796128
6,163,100,100,0.19210627696688,0.5558155653113012,0.06829038693130089
6,164,100,100,0.17438492358306576,0.896738203466192,0.12925905535531995
6,165,100,100,0.2095783896547547,1.1201979786750422,0.29962411252877696
6,166,100,100,0.18470143723012503,0.763780014431851,0.26904858497950446
6,167,100,100,0.20571042709582368,0.8634212702044277,0.09944025003523274
7,168,100,100,0.2839638463616507,1.2407772790749072,nan
7,169,100,100,0.22763857465489848,0.8469138271598944,0.20239334901059963
7,170,100,100,0.19687353116993098,0.8454207338472287,0.1265080298522072
7,171,100,100,0.16258970615658158,1.2630836052984826,0.20438321809572108
7,172,100,100,0.11493466863261102,0.3746239467354957,0.07390670162091044
7,173,100,100,0.1871684545019363,1.0240634563829254,0.1056197615996556
7,174,100,100,0.25495154313463597,1.689874969910249,0.3685349569024445
7,175,100,100,0.17982831829384657,1.0501925530562044,0.8578706278682898
7,176,100,100,0.1473998403619583,0.8037269361860818,0.2300398951621399
7,177,100,100,0.20447363805198657,0.6973995438080531,0.11123496250650891
7,178,100,100,0.2503089011441742,0.5301852414646459,0.22830082687309308
7,179,100,100,0.16897532388631772,0.8264867744608848,0.11353524854936826
7,180,100,100,0.19334936239479342,1.3833521245952274,0.21727102795459055
7,181,100,100,0.17265228649393216,1.0650577583761904,0.10441315497965958
7,182,100,100,0.1681385065007366,0.5027368631106891,0.1999208655897241
7,183,100,100,0.20872445090471106,1.3649062951092676,0.15605982232984764
7,184,100,100,0.12206439065042395,0.9653214651600749,0.2243759617113964
7,185,100,100,0.17481476793401263,1.31221703035494,0.10662344518947535
7,186,100,100,0.19557859555916723,0.8585097239149974,0.2371977886265987
7,187,100,100,0.1768122884860849,0.9934896924274675,0.12264317767850724
7,188,100,100,0.16767638795290257,1.2902506968881422,0.4809825929783296
7,189,100,100,0.19057383547167953,0.5665982634898571,0.26362007424248374
7,190,100,100,0.15284139812140907,1.2021135521658348,0.08891420881504991
7,191,100,100,0.13296802668502716,1.0864094310893162,0.18008626070243958
7,192,100,100,0.19384005184731432,0.7553984123084546,0.1859574445446228
7,193,100,100,0.15532472207181375,0.8088100923075264,0.13485700452118388
7,194,100,100,0.15092412638872776,0.6120906001794177,0.13638860824031224
7,195,100,100,0.1872726595968953,0.2543315531695562,0.06433923603681516
7,196,100,100,0.2081986289360581,1.405851061287293,0.13161660306085146
7,197,100,100,0.17988151885957537,1.5312199582590549,0.30559781437283495
8,198,100,100,0.2431505747397433,0.3978005435900165,nan
8,199,100,100,0.16265701152772985,0.3964756160085003,0.3591442527396111
8,200,100,100,0.10306793502312493,0.6340562446653006,0.1015321608709248
8,201,100,100,0.21066878870994105,1.0221693858139438,0.12131635473057069
8,202,100,100,0.19257218233244208,0.5820411943442477,0.15400973574251317
8,203,100,100,0.16756920944170667,0.9405201767957009,0.27809175011862397
8,204,100,100,0.17261150243527063,1.1296028509016214,0.1511513766566266
8,205,100,100,0.23853634588700834,0.6049362283180392,0.14332692930284788
8,206,100,100,0.25148487334110764,1.1099965467014439,0.09567629522353985
8,207,100,100,0.2259965620231254,1.3490134758930743,0.14979597039509504
8,208,100,100,0.19354561824671562,1.0648239725387034,0.3444490536244616
8,209,100,100,0.182942079586218,0.8200754091968954,0.23652405363490087
8,210,100,100,0.14000235436641448,0.47315339379189686,0.12505351331377337
8,211,100,100,0.1951170659570138,0.9356995365983529,0.15827306479112946
8,212,100,100,0.17597220320691317,1.0086746987973152,0.32268562346055585
8,213,100,100,0.15912883796151417,0.3010103716102802,0.07069388317945904
8,214,100,100,0.2160810393619263,0.9650818718664349,0.29351024125129177
8,215,100,100,0.1515445756367437,0.9528314780447992,0.2574292011797027
8,216,100,100,0.2020159266868778,0.9933825912658907,0.06852023971245345
8,217,100,100,0.1623043097505961,1.3425090590846724,0.41045379663242193
8,218,100,100,0.1319152080063606,0.8372167735001954,0.12119615741317127
8,219,100,100,0.16883123216480164,0.9706034586561182,0.09760509608642975
8,220,100,100,0.19913561655751524,1.2011868386238296,0.33258248571690513
8,221,100,100,0.1990817589063044,0.7954903538571364,0.15724226116632287
8,222,100,100,0.17912703947549324,0.5199748352631085,0.19862918273457375
8,223,100,100,0.22229877447434446,1.4329975464793567,0.09057603303057822
8,224,100,100,0.26938278105847274,1.4765071311238716,0.22412505335205563
8,225,100,100,0.13947297521033628,0.47369980739934403,0.13132182796050365
8,226,100,100,0.1605728471119089,0.5398507694455815,0.18581224801972807
8,227,100,100,0.19277391587885112,0.9640275980255967,0.12401680537423283
9,228,100,100,0.1977366304665234,0.3234826080708974,nan
9,229,100,100,0.17335204051743344,0.4822714530806849,0.216670661976102
9,230,100,100,0.23760639501059813,0.3687365095770303,0.335183386502986
9,231,100,8,0.13771589802215697,0.2685669687006641,0.2945711136189137
10,232,100,100,0.1366188764809851,0.25297287179589995,nan
10,233,100,100,0.17954462366926807,0.8293839188357587,0.06386737490714456
10,234,100,100,0.26495479965089463,1.1570281641818254,0.17784628931204666
10,235,100,100,0.1606964499909876,0.6866946547409638,0.035763162063628604
10,236,100,100,0.1458322024988423,0.550493103597089,0.21195142353919025
10,237,100,100,0.22283133012518935,0.7823070795339169,0.09571576447968291
10,238,100,100,0.16955142494348124,1.227249658988756,0.19910023361319112
10,239,100,100,0.16374778092901246,1.3288763864724373,0.28127975446287123
10,240,100,100,0.1782929986931163,0.9190978792290246,0.20222338781015403
10,241,100,100,0.17297290588198247,0.921898211410134,0.23613670157646025
10,242,100,100,0.18793468300987645,0.9715886085202138,0.5633114455749679
10,243,100,100,0.1893491993116752,0.5584196430404642,0.14044780845530386
10,244,100,100,0.130785323500016,0.8366313090462528,0.11249966117040863
10,245,100,100,0.15750213272238486,0.6817751241141772,0.24234629633817098
10,246,100,100,0.1537922459439106,0.42399927618495664,0.022122927668674797
10,247,100,100,0.1760013169471043,0.4418813480263763,0.07068833359717343
10,248,100,100,0.18057688803090835,0.8330867541861181,0.14214651010542162
10,249,100,100,0.19330042730674632,1.3875086903349456,0.20998649622520307
10,250,100,100,0.18085710700735655,0.9282942826674754,0.22640626616297824
10,251,100,100,0.16924580655148633,1.1065113556364519,0.16502336858433098
10,252,100,100,0.23284922092516636,0.7148121706224285,0.32646901720726895
10,253,100,100,0.22780027297679,1.2138319476835768,0.10320914474280092
10,254,100,100,0.16787792904026871,0.9096538196772588,0.1418594279598944
10,255,100,100,0.20659071938162368,1.3559007630141744,0.07704883605492703
10,256,100,100,0.17033979064154595,1.4418303363049774,0.4935026988232813
10,257,100,100,0.15317901114945606,0.5482357313237309,0.2899865676543568
10,258,100,100,0.23303815768800717,0.9759071772690721,0.12606577058011065
10,259,100,100,0.13365181718199895,0.7013273099750625,0.14913131493444073
10,260,100,100,0.13265818847856461,0.7748833608130267,0.30278631382788906
10,261,100,100,0.1977259665730434,0.8229300324702524,0.09040994943242138
11,262,100,100,0.13248937688141152,1.0682420562361756,nan
11,263,100,100,0.2287588964099965,1.0600150538982078,0.1667291926970086
11,264,100,100,0.215293423311923,1.1828245738455743,0.444240083518748
11,265,100,100,0.22069395187816257,0.3631040298771597,0.142280391948197
11,266,100,100,0.22251838404593563,0.8234797389794704,0.2943354464833946
11,267,100,100,0.15845725525164103,0.7894466162050277,0.14596482056537846
11,268,100,100,0.16640612464124774,0.45877798688403776,0.22063926062474903
11,269,100,100,0.14205090853841368,0.5636497812643437,0.07210412216708473
11,270,100,100,0.13539999932744606,0.2728307218557739,0.22667505096750773
11,271,100,100,0.23495616101873515,0.5104092537165388,0.03539966574896453
11,272,100,100,0.22637307054738767,0.367384767405318,0.1356471167077472
11,273,100,100,0.2677317485785286,1.158668638987891,0.29522769570098095
11,274,100,100,0.24668314773425062,0.9834845924914865,0.1860365785157508
11,275,100,100,0.24863428409500288,0.3087446154883461,0.09088953143483489
11,276,100,100,0.14186570147205355,0.35168223514526653,0.12920850629738034
11,277,100,100,0.14822777801861542,0.6743778758830686,0.1964686378352641
11,278,100,100,0.15722339541987512,0.29404642357583355,0.2131535966803523
11,279,100,100,0.12704020318612225,0.5803239796560814,0.1598688499178691
11,280,100,100,0.24359407447718368,0.9224997080815268,0.09144526986243705
11,281,100,100,0.2258932987107686,0.8009655201848128,0.3048212743331464
11,282,100,100,0.13860461103989555,1.4255161240276675,0.06799896666284765
11,283,100,100,0.18768375700096557,0.8434792903905979,0.1106987121526737
11,284,100,100,0.2191825749960962,0.6654263443771286,0.1464872394580313
11,285,100,100,0.16165322717241645,0.817608214202977,0.14805603202433798
11,286,100,100,0.15346063225921466,1.2488821283901899,0.04715115426002289
11,287,100,100,0.16749641872652468,0.9001661213568215,0.12017217081619568
11,288,100,100,0.11964519692923416,0.3458600540271309,0.1546650979944112
11,289,100,100,0.15074880210864236,0.5193596669243468,0.05353054432192327
11,290,100,100,0.1904380813944109,0.7578800375871112,0.19092638355489058
11,291,100,100,0.1265240268803154,0.6582212908277673,0.17240157946242712
12,292,100,100,0.16462801307718716,0.6375361968780604,nan
12,293,100,100,0.27122755126382697,0.6038043309505274,0.0995843303061188
12,294,100,100,0.1623606015570591,0.6149244956736148,0.21788313381490787
12,295,100,100,0.1881149619269709,0.5684670363104943,0.1058518785622383
12,296,100,100,0.13598516005544625,0.5125898046250904,0.04741259198360112
12,297,100,100,0.18263531038469377,0.1328868802918802,0.06929059665767356
12,298,100,100,0.19975870829851278,0.54073866753332,0.062039137547582134
12,299,100,100,0.22220741381830955,0.6244449017233445,0.14135181524449267
12,300,100,100,0.28839189580623165,0.552158977462851,0.2666686732647343
12,301,100,100,0.20064510607382652,0.9339418726470365,0.20089648383000785
12,302,100,100,0.13215943055296403,0.48261678527637775,0.16660088503845227
12,303,100,100,0.13979434004500235,0.8867360914513613,0.10837151127407114
12,304,100,100,0.1800771937870044,0.8454761561178505,0.09114888982552141
12,305,100,100,0.23257614001908422,0.9989213090095189,0.11690428443598694
12,306,100,100,0.26592383102463235,0.46754323209075715,0.1973397948264222
12,307,100,100,0.17284505472247116,0.4628933638372651,0.5318400380442868
12,308,100,100,0.18797788653919023,1.0379763764258176,0.15203007785935962
12,309,100,100,0.17253091418809813,0.8146450235845579,0.07469448903781303
12,310,100,100,0.20886864098233632,0.3344572347052143,0.11214418869074114
12,311,100,100,0.19826990513736795,0.44848610200140626,0.062313793482526844
12,312,100,100,0.1758278655455651,0.3795019720652178,0.15173374900021033
12,313,100,100,0.12949658236719,0.6931706484205924,0.2516027903438592
12,314,100,100,0.12087770820801957,0.5658078741734699,0.09136849629403306
12,315,100,100,0.1161718014156637,0.5836660865588262,0.2215570359348264
12,316,100,100,0.18527211053736417,0.49116428452132543,0.10499314779757625
12,317,100,100,0.15767365619309903,0.6316821929023559,0.039715254660085055
12,318,100,100,0.1302609022335596,0.9776301334738867,0.08976504660568184
12,319,100,100,0.22158179804518996,0.717177954624668,0.2505419713847208
12,320,100,100,0.19241679614189275,1.2608249104419615,0.5265365465644571
12,321,100,100,0.16723087396521635,0.9646017229249224,0.5064704782005129
13,322,100,100,0.13711004059110504,0.46713270983929084,nan
13,323,100,100,0.23477877466685804,1.228604664046165,0.08318947544310915
13,324,100,100,0.20183433252112665,0.8862031427039017,0.5272433598587823
13,325,100,100,0.16971097502685364,0.33466014542522166,0.14698123619495498
13,326,100,100,0.1896637642943925,1.2213447060809552,0.0898404327134116
13,327,100,100,0.15961380839360698,1.0938986762418659,0.2427047597438548
13,328,100,100,0.15129536954825498,0.8297961511394469,0.11957622225389779
13,329,100,100,0.19455991674140935,0.7105903059234163,0.27424023863272956
13,330,100,100,0.13889897845227692,0.6854888610401786,0.09484203970681458
13,331,100,100,0.21296480050149044,1.0807222787153796,0.10944298214623709
13,332,100,100,0.20919239830077185,1.1916008697742262,0.3942182557319265
13,333,100,100,0.2199264034305177,0.39031844886539047,0.1610066062640284
13,334,100,100,0.16427936173284802,0.6352565618130169,0.13579894537501616
13,335,100,100,0.16357177808325626,0.6860609617101499,0.07207587397387011
13,336,100,100,0.1602805343565181,0.4160797970516274,0.15296214679739337
13,337,100,100,0.19677659656217567,0.6141700846037119,0.3210437805300324
13,338,100,100,0.16222217409604842,0.6393997486277518,0.23907303761608778
13,339,100,100,0.11251120258490874,0.6275456349220888,0.0902366824217212
13,340,100,100,0.15036226880538023,0.3978919336358652,0.1352419845615316
13,341,100,100,0.21611414016143493,1.0318651514197168,0.11221890747306973
13,342,100,100,0.1513885333663124,1.0909372960890797,0.10954578182797907
13,343,100,100,0.22833932246699373,0.5274317880883214,0.28626360450076405
13,344,100,100,0.15528563833846343,0.9092657623331655,0.07649030139841903
13,345,100,100,0.1567288727481326,1.2459515742613159,0.15489263259765498
13,346,100,100,0.1296974044388057,1.1116061104046016,0.3281716384122395
13,347,100,100,0.2355677545982695,0.8805751992058265,0.14478330329495218
13,348,100,100,0.19726123296961895,1.149988983040632,0.1860735396745425
13,349,100,100,0.20149058622130542,1.107486132603937,0.2076924615243002
13,350,100,100,0.14792619435732843,0.3148687006718054,0.13982810579515972
13,351,100,100,0.2225664223960853,1.171151672777682,0.02854674490982328
14,352,100,100,0.1816177050876369,0.8574173462739507,nan
14,353,100,100,0.20068695500241182,0.44884640144263643,0.08020130480815474
14,354,100,100,0.19674016611255254,0.49889564815296894,0.1559941377411917
14,355,100,100,0.19837319099092135,1.04327636664876,0.1474835568073603
14,356,100,100,0.17771043004299353,0.5404311917444958,0.08624610139839202
14,357,100,100,0.17708687040703194,1.0013466400644107,0.13853252678240574
14,358,100,100,0.13945918990759412,0.8042300503640699,0.1789218338987927
14,359,100,100,0.1412403906671795,0.7882647910327154,0.04173385987568521
14,360,100,100,0.2161778408811404,1.550032267652666,0.14742223080852915
14,361,100,100,0.1935308602713016,0.9490003441647545,0.226236729321217
14,362,100,100,0.1405952973769972,0.6047098675635436,0.25970417744547797
14,363,100,100,0.21278932563578348,0.7576409613177185,0.09329709965491638
14,364,100,100,0.22362606759783912,0.8151345748832751,0.19058807701427943
14,365,100,100,0.22429313864142483,0.8436855273164284,0.06451110527870688
14,366,100,100,0.18915805735835287,1.2327479063569005,0.2846205964435746
14,367,100,100,0.2661278807710478,0.7223973434780997,0.08386825215130478
14,368,100,100,0.15963397391194725,1.2028584796243365,0.12858173382573707
14,369,100,100,0.22823940763353115,1.0110738771377452,0.35994785971724796
14,370,100,100,0.23907116077904236,1.1213295747064385,0.3008592583800605
14,371,100,100,0.2793596662629744,1.0406072589505047,0.05983131000919004
14,372,100,100,0.2469842401036728,0.46928103416115696,0.42636926760602173
14,373,100,100,0.2314397236197367,0.8285263857934654,0.18568098989345508
14,374,100,100,0.29504235649516336,0.7159323821680603,0.19472358548448868
14,375,100,100,0.20454638523525184,0.2518525200904358,0.1176304063372025
14,376,100,100,0.2051720054116491,0.29641848630318185,0.26714155708354126
14,377,100,100,0.1788745939606631,0.4313781539276348,0.11768046165801443
14,378,100,100,0.12650121329260136,0.5029017047987823,0.12029495791211685
14,379,100,100,0.20259813197847254,0.863972289776468,0.24272990046242582
14,380,100,100,0.15904767742446949,0.5801470206607652,0.14762588646471636
14,381,100,100,0.15568910419758086,0.30950650860445234,0.23016908903835856
15,382,100,100,0.2007775543640755,1.044470151599076,nan
15,383,100,100,0.18277444963475484,0.4824086013720189,0.3339537889964122
15,384,100,100,0.17765966296310925,0.8507321554378996,0.13505754634630057
15,385,100,100,0.21292614398602822,0.9399899283775572,0.09575883333420061
15,386,100,100,0.19537605804461505,1.1246967202098357,0.16198102797803682
15,387,100,100,0.1991044489267512,0.8923911107367395,0.20609422804473074
15,388,100,100,0.22939044787246046,1.332228957807639,0.23207761538526725
15,389,100,100,0.1596539301689913,0.768828810184245,0.2557955182577182
15,390,100,100,0.2376485499593847,0.8743257963537113,0.23020012347371424
15,391,100,100,0.19815395080715495,0.8518933960960545,0.14178893902778097
15,392,100,100,0.19332859055732535,0.591799129030577,0.23335054566839675
15,393,100,100,0.2232845740340665,0.6697646255525221,0.25792776561535624
15,394,100,100,0.17396082633467613,0.6342800591841954,0.1701267045897951
15,395,100,100,0.14984831500579265,1.1180036450224018,0.14918634117647123
15,396,100,100,0.30292625825775044,0.9646582653929759,0.21667218066574173
15,397,100,29,0.2825667241337527,0.34037085291184227,0.14666728528010733
16,398,100,100,0.12479292663587088,0.8999879104542843,nan
16,399,100,100,0.1695336839435871,1.327832228523833,0.135400974496858
